,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y_temp
32681,34.0,management,married,tertiary,no,91.0,no,no,cellular,17.0,apr,144.0,1.0,281.0,1.0,failure,no
32682,54.0,admin.,married,secondary,no,426.0,yes,no,cellular,17.0,apr,74.0,2.0,323.0,1.0,failure,no
32683,40.0,technician,single,secondary,no,556.0,yes,no,cellular,17.0,apr,234.0,1.0,323.0,1.0,failure,no
32684,45.0,blue-collar,married,primary,no,271.0,yes,yes,cellular,17.0,apr,245.0,1.0,343.0,1.0,failure,no
32685,29.0,technician,single,secondary,no,205.0,yes,no,cellular,17.0,apr,218.0,1.0,340.0,3.0,failure,no
32686,34.0,admin.,married,secondary,no,-44.0,yes,yes,cellular,17.0,apr,759.0,2.0,-1.0,0.0,unknown,no
32687,32.0,blue-collar,married,secondary,no,225.0,yes,no,cellular,17.0,apr,574.0,1.0,150.0,1.0,failure,yes
32688,56.0,services,single,secondary,no,1222.0,yes,yes,cellular,17.0,apr,754.0,1.0,-1.0,0.0,unknown,no
32689,74.0,management,married,tertiary,no,4515.0,no,no,telephone,17.0,apr,1161.0,5.0,-1.0,0.0,unknown,no
32690,49.0,admin.,married,secondary,no,1096.0,yes,no,cellular,17.0,apr,609.0,1.0,303.0,5.0,failure,no
32691,39.0,admin.,married,secondary,no,260.0,yes,no,cellular,17.0,apr,146.0,1.0,281.0,1.0,failure,no
32692,38.0,blue-collar,married,secondary,no,825.0,yes,no,cellular,17.0,apr,235.0,1.0,-1.0,0.0,unknown,no
32693,34.0,blue-collar,single,secondary,no,-317.0,yes,no,cellular,17.0,apr,518.0,3.0,346.0,1.0,other,no
32694,38.0,blue-collar,married,primary,no,398.0,yes,yes,cellular,17.0,apr,239.0,1.0,332.0,1.0,failure,no
32695,48.0,management,married,tertiary,no,408.0,yes,no,cellular,17.0,apr,132.0,1.0,-1.0,0.0,unknown,no
32696,31.0,admin.,married,secondary,no,8295.0,yes,no,cellular,17.0,apr,218.0,1.0,149.0,1.0,failure,no
32697,36.0,blue-collar,married,secondary,no,1272.0,yes,no,cellular,17.0,apr,245.0,1.0,-1.0,0.0,unknown,no
32698,30.0,admin.,single,secondary,no,69.0,yes,no,cellular,17.0,apr,997.0,1.0,-1.0,0.0,unknown,yes
32699,79.0,retired,married,primary,no,3481.0,no,no,telephone,17.0,apr,82.0,4.0,-1.0,0.0,unknown,no
32700,38.0,management,married,tertiary,no,5432.0,yes,yes,cellular,17.0,apr,707.0,1.0,149.0,2.0,failure,no
32701,60.0,retired,married,primary,no,0.0,yes,no,cellular,17.0,apr,68.0,3.0,343.0,1.0,other,no
32702,30.0,blue-collar,married,secondary,no,-6.0,yes,no,cellular,17.0,apr,461.0,1.0,-1.0,0.0,unknown,no
32703,36.0,management,single,tertiary,no,265.0,yes,no,cellular,17.0,apr,140.0,1.0,-1.0,0.0,unknown,no
32704,53.0,blue-collar,married,primary,no,2018.0,yes,yes,cellular,17.0,apr,212.0,1.0,-1.0,0.0,unknown,no
32705,34.0,services,married,secondary,no,2021.0,yes,yes,cellular,17.0,apr,51.0,6.0,148.0,8.0,other,no
32706,30.0,blue-collar,married,secondary,no,578.0,yes,yes,cellular,17.0,apr,71.0,2.0,317.0,1.0,failure,no
32707,40.0,blue-collar,married,unknown,no,928.0,yes,no,cellular,17.0,apr,53.0,1.0,-1.0,0.0,unknown,no
32708,48.0,blue-collar,single,primary,no,185.0,yes,no,cellular,17.0,apr,193.0,1.0,-1.0,0.0,unknown,no
32709,41.0,housemaid,divorced,secondary,no,43.0,yes,no,telephone,17.0,apr,198.0,1.0,-1.0,0.0,unknown,no
32710,32.0,blue-collar,single,secondary,no,1415.0,yes,no,cellular,17.0,apr,645.0,1.0,345.0,1.0,failure,no
32711,30.0,housemaid,single,tertiary,no,2017.0,yes,no,cellular,17.0,apr,108.0,5.0,-1.0,0.0,unknown,no
32712,57.0,blue-collar,married,primary,no,93.0,yes,no,telephone,17.0,apr,137.0,1.0,-1.0,0.0,unknown,no
32713,39.0,self-employed,married,tertiary,no,-3058.0,yes,yes,cellular,17.0,apr,882.0,3.0,-1.0,0.0,unknown,yes
32714,42.0,blue-collar,married,secondary,no,-256.0,yes,no,cellular,17.0,apr,576.0,1.0,318.0,2.0,failure,no
32715,40.0,blue-collar,married,secondary,no,1028.0,yes,yes,cellular,17.0,apr,319.0,1.0,-1.0,0.0,unknown,no
32716,46.0,blue-collar,married,secondary,no,229.0,yes,no,cellular,17.0,apr,191.0,1.0,-1.0,0.0,unknown,no
32717,39.0,technician,married,secondary,no,375.0,yes,yes,telephone,17.0,apr,777.0,2.0,-1.0,0.0,unknown,no
32718,41.0,blue-collar,married,secondary,no,382.0,yes,no,telephone,17.0,apr,218.0,2.0,-1.0,0.0,unknown,no
32719,42.0,services,married,secondary,no,115.0,yes,yes,cellular,17.0,apr,161.0,1.0,149.0,2.0,failure,no
32720,34.0,admin.,married,secondary,no,1467.0,yes,no,cellular,17.0,apr,113.0,1.0,332.0,2.0,failure,no
32721,50.0,admin.,divorced,tertiary,no,432.0,yes,no,cellular,17.0,apr,329.0,1.0,-1.0,0.0,unknown,no
32722,41.0,management,single,tertiary,no,598.0,yes,no,cellular,17.0,apr,155.0,1.0,-1.0,0.0,unknown,no
32723,48.0,technician,single,secondary,no,540.0,yes,no,cellular,17.0,apr,106.0,1.0,-1.0,0.0,unknown,no
32724,34.0,blue-collar,married,primary,no,277.0,yes,no,cellular,17.0,apr,76.0,2.0,-1.0,0.0,unknown,no
32725,53.0,retired,divorced,secondary,no,-172.0,yes,yes,cellular,17.0,apr,66.0,1.0,-1.0,0.0,unknown,no
32726,36.0,blue-collar,married,primary,no,733.0,yes,no,cellular,17.0,apr,382.0,2.0,-1.0,0.0,unknown,no
32727,33.0,blue-collar,married,primary,no,5.0,yes,no,cellular,17.0,apr,1007.0,2.0,-1.0,0.0,unknown,yes
32728,40.0,services,single,secondary,no,224.0,yes,no,cellular,17.0,apr,875.0,2.0,-1.0,0.0,unknown,yes
32729,31.0,blue-collar,married,secondary,no,968.0,no,no,cellular,17.0,apr,464.0,1.0,-1.0,0.0,unknown,no
32730,29.0,management,married,tertiary,no,760.0,no,yes,cellular,17.0,apr,82.0,2.0,-1.0,0.0,unknown,no
32731,29.0,blue-collar,married,secondary,no,137.0,yes,no,cellular,17.0,apr,343.0,2.0,316.0,3.0,other,no
32732,49.0,management,married,tertiary,no,5795.0,yes,no,cellular,17.0,apr,75.0,1.0,-1.0,0.0,unknown,no
32733,32.0,blue-collar,married,secondary,no,7107.0,yes,no,cellular,17.0,apr,882.0,2.0,-1.0,0.0,unknown,no
32734,38.0,management,married,tertiary,no,165.0,yes,no,cellular,17.0,apr,526.0,1.0,260.0,2.0,other,yes
32735,36.0,management,married,tertiary,no,-196.0,yes,yes,cellular,17.0,apr,43.0,1.0,-1.0,0.0,unknown,no
32736,35.0,management,single,tertiary,no,397.0,yes,no,cellular,17.0,apr,594.0,1.0,-1.0,0.0,unknown,yes
32737,30.0,blue-collar,married,secondary,no,1171.0,yes,no,cellular,17.0,apr,45.0,7.0,324.0,2.0,failure,no
32738,33.0,admin.,married,primary,no,499.0,no,no,cellular,17.0,apr,95.0,3.0,-1.0,0.0,unknown,no
32739,30.0,admin.,single,secondary,no,390.0,yes,no,cellular,17.0,apr,175.0,1.0,347.0,1.0,failure,no
32740,34.0,services,married,secondary,no,4963.0,yes,no,cellular,17.0,apr,208.0,1.0,332.0,2.0,failure,no
32741,29.0,services,married,secondary,no,191.0,yes,no,cellular,17.0,apr,87.0,1.0,-1.0,0.0,unknown,no
32742,31.0,unemployed,married,secondary,no,375.0,yes,no,cellular,17.0,apr,218.0,1.0,-1.0,0.0,unknown,no
32743,33.0,blue-collar,married,secondary,no,26.0,yes,no,cellular,17.0,apr,342.0,3.0,332.0,1.0,other,no
32744,41.0,blue-collar,married,secondary,no,475.0,yes,no,telephone,17.0,apr,254.0,1.0,-1.0,0.0,unknown,no
32745,33.0,blue-collar,married,primary,no,-219.0,yes,no,cellular,17.0,apr,64.0,1.0,-1.0,0.0,unknown,no
32746,43.0,blue-collar,divorced,secondary,no,-447.0,yes,no,cellular,17.0,apr,85.0,1.0,-1.0,0.0,unknown,no
32747,47.0,admin.,single,primary,no,683.0,no,no,cellular,17.0,apr,73.0,1.0,148.0,1.0,failure,no
32748,47.0,management,married,tertiary,no,385.0,yes,no,cellular,17.0,apr,145.0,1.0,323.0,4.0,failure,no
32749,38.0,technician,single,tertiary,no,2273.0,yes,no,cellular,17.0,apr,222.0,1.0,-1.0,0.0,unknown,no
32750,40.0,blue-collar,married,primary,no,572.0,yes,yes,cellular,17.0,apr,171.0,1.0,318.0,1.0,failure,no
32751,31.0,technician,married,secondary,no,4.0,yes,no,cellular,17.0,apr,234.0,2.0,-1.0,0.0,unknown,no
32752,36.0,blue-collar,married,primary,no,1010.0,yes,no,cellular,17.0,apr,372.0,1.0,-1.0,0.0,unknown,no
32753,45.0,blue-collar,married,primary,no,61.0,no,no,cellular,17.0,apr,108.0,1.0,-1.0,0.0,unknown,no
32754,41.0,technician,single,tertiary,no,445.0,yes,no,cellular,17.0,apr,138.0,1.0,267.0,1.0,failure,no
32755,37.0,admin.,married,primary,no,188.0,yes,no,cellular,17.0,apr,153.0,1.0,-1.0,0.0,unknown,no
32756,38.0,blue-collar,married,secondary,no,4771.0,yes,no,cellular,17.0,apr,217.0,1.0,-1.0,0.0,unknown,no
32757,47.0,blue-collar,married,secondary,no,8148.0,yes,no,cellular,17.0,apr,247.0,1.0,-1.0,0.0,unknown,no
32758,43.0,blue-collar,married,secondary,no,1127.0,yes,no,cellular,17.0,apr,126.0,3.0,345.0,2.0,other,no
32759,37.0,blue-collar,married,primary,no,3154.0,yes,no,cellular,17.0,apr,404.0,1.0,305.0,3.0,failure,yes
32760,37.0,blue-collar,married,primary,no,0.0,yes,no,cellular,17.0,apr,362.0,2.0,315.0,4.0,failure,no
32761,49.0,blue-collar,married,primary,no,816.0,yes,no,cellular,17.0,apr,76.0,1.0,260.0,7.0,failure,no
32762,31.0,technician,married,tertiary,no,1990.0,yes,yes,cellular,17.0,apr,316.0,2.0,339.0,1.0,other,no
32763,33.0,technician,married,secondary,no,5833.0,yes,no,cellular,17.0,apr,57.0,1.0,-1.0,0.0,unknown,no
32764,36.0,blue-collar,married,secondary,no,142.0,yes,no,cellular,17.0,apr,251.0,1.0,-1.0,0.0,unknown,no
32765,33.0,management,married,tertiary,no,3669.0,yes,no,cellular,17.0,apr,370.0,1.0,-1.0,0.0,unknown,no
32766,51.0,blue-collar,married,secondary,no,528.0,yes,no,cellular,17.0,apr,324.0,3.0,-1.0,0.0,unknown,no
32767,35.0,management,married,tertiary,no,3217.0,yes,yes,cellular,17.0,apr,215.0,1.0,-1.0,0.0,unknown,no
32768,30.0,blue-collar,married,secondary,no,246.0,yes,no,cellular,17.0,apr,191.0,1.0,150.0,7.0,failure,no
32769,39.0,blue-collar,married,primary,no,390.0,yes,no,cellular,17.0,apr,206.0,1.0,-1.0,0.0,unknown,no
32770,29.0,technician,married,secondary,no,1180.0,yes,no,cellular,17.0,apr,367.0,3.0,323.0,3.0,failure,yes
32771,39.0,management,married,secondary,no,315.0,yes,no,telephone,17.0,apr,141.0,4.0,-1.0,0.0,unknown,no
32772,32.0,management,single,tertiary,no,703.0,yes,no,cellular,17.0,apr,200.0,3.0,-1.0,0.0,unknown,no
32773,38.0,admin.,married,secondary,no,424.0,yes,no,cellular,17.0,apr,279.0,1.0,-1.0,0.0,unknown,no
32774,36.0,management,married,tertiary,no,-26.0,no,no,cellular,17.0,apr,214.0,2.0,-1.0,0.0,unknown,no
32775,41.0,services,married,primary,no,450.0,yes,no,cellular,17.0,apr,122.0,1.0,338.0,2.0,failure,no
32776,39.0,admin.,married,secondary,no,248.0,yes,no,cellular,17.0,apr,649.0,1.0,-1.0,0.0,unknown,no
32777,35.0,blue-collar,married,secondary,no,2200.0,yes,no,cellular,17.0,apr,14.0,1.0,-1.0,0.0,unknown,no
32778,38.0,admin.,divorced,secondary,no,382.0,yes,no,cellular,17.0,apr,397.0,1.0,-1.0,0.0,unknown,no
32779,34.0,services,married,tertiary,no,277.0,yes,no,cellular,17.0,apr,72.0,4.0,-1.0,0.0,unknown,no
32780,39.0,services,married,secondary,no,186.0,yes,no,cellular,17.0,apr,433.0,1.0,-1.0,0.0,unknown,no
32781,44.0,management,single,tertiary,no,1277.0,yes,no,cellular,17.0,apr,77.0,1.0,268.0,4.0,other,no
32782,33.0,technician,married,secondary,no,9305.0,yes,no,cellular,17.0,apr,407.0,2.0,-1.0,0.0,unknown,no
32783,34.0,blue-collar,married,secondary,no,678.0,yes,no,cellular,17.0,apr,278.0,1.0,-1.0,0.0,unknown,no
32784,35.0,blue-collar,single,secondary,no,270.0,yes,no,cellular,17.0,apr,216.0,1.0,-1.0,0.0,unknown,no
32785,35.0,admin.,married,secondary,no,437.0,yes,no,cellular,17.0,apr,123.0,1.0,-1.0,0.0,unknown,no
32786,38.0,services,married,secondary,no,507.0,yes,no,cellular,17.0,apr,55.0,1.0,344.0,1.0,failure,no
32787,32.0,unemployed,single,secondary,no,199.0,yes,no,cellular,17.0,apr,70.0,1.0,336.0,1.0,failure,no
32788,32.0,technician,single,tertiary,no,-109.0,yes,yes,cellular,17.0,apr,419.0,1.0,-1.0,0.0,unknown,no
32789,38.0,technician,single,secondary,no,884.0,yes,yes,cellular,17.0,apr,113.0,2.0,149.0,3.0,failure,no
32790,37.0,blue-collar,married,secondary,no,395.0,yes,no,cellular,17.0,apr,157.0,2.0,-1.0,0.0,unknown,no
32791,61.0,retired,divorced,primary,no,876.0,no,no,cellular,17.0,apr,40.0,9.0,-1.0,0.0,unknown,no
32792,37.0,entrepreneur,married,secondary,no,209.0,yes,no,cellular,17.0,apr,100.0,1.0,-1.0,0.0,unknown,no
32793,36.0,self-employed,married,secondary,no,351.0,yes,no,cellular,17.0,apr,1554.0,3.0,343.0,2.0,failure,no
32794,32.0,technician,single,secondary,no,801.0,yes,no,cellular,17.0,apr,637.0,1.0,-1.0,0.0,unknown,no
32795,52.0,blue-collar,married,primary,no,940.0,yes,no,cellular,17.0,apr,317.0,1.0,-1.0,0.0,unknown,no
32796,44.0,admin.,married,secondary,no,266.0,yes,no,cellular,17.0,apr,294.0,2.0,-1.0,0.0,unknown,no
32797,37.0,blue-collar,married,primary,no,3977.0,yes,no,cellular,17.0,apr,264.0,1.0,-1.0,0.0,unknown,no
32798,46.0,blue-collar,married,primary,no,85.0,yes,no,cellular,17.0,apr,70.0,1.0,344.0,1.0,failure,no
32799,45.0,blue-collar,married,primary,no,2348.0,yes,no,cellular,17.0,apr,492.0,1.0,148.0,1.0,other,no
32800,34.0,management,married,tertiary,no,520.0,yes,no,cellular,17.0,apr,401.0,1.0,248.0,4.0,success,no
32801,37.0,admin.,single,tertiary,no,3954.0,yes,no,cellular,17.0,apr,238.0,1.0,331.0,1.0,failure,no
32802,71.0,retired,married,primary,no,2988.0,no,no,telephone,17.0,apr,130.0,1.0,-1.0,0.0,unknown,yes
32803,36.0,services,single,secondary,no,92.0,yes,no,cellular,17.0,apr,36.0,1.0,-1.0,0.0,unknown,no
32804,35.0,admin.,married,secondary,no,430.0,yes,no,cellular,17.0,apr,611.0,1.0,270.0,4.0,failure,no
32805,40.0,admin.,married,secondary,no,824.0,yes,no,cellular,17.0,apr,359.0,1.0,-1.0,0.0,unknown,no
32806,39.0,services,divorced,secondary,no,5873.0,no,no,cellular,17.0,apr,280.0,1.0,344.0,2.0,failure,no
32807,34.0,entrepreneur,single,tertiary,no,2945.0,yes,no,cellular,17.0,apr,266.0,1.0,-1.0,0.0,unknown,no
32808,55.0,management,married,secondary,no,566.0,yes,no,cellular,17.0,apr,107.0,1.0,-1.0,0.0,unknown,no
32809,31.0,services,married,secondary,no,371.0,yes,yes,cellular,17.0,apr,654.0,1.0,-1.0,0.0,unknown,no
32810,30.0,services,married,secondary,no,134.0,yes,no,cellular,17.0,apr,834.0,1.0,-1.0,0.0,unknown,no
32811,40.0,blue-collar,married,secondary,no,668.0,yes,no,cellular,17.0,apr,156.0,2.0,318.0,1.0,other,no
32812,49.0,services,married,secondary,no,29.0,yes,no,cellular,17.0,apr,79.0,1.0,-1.0,0.0,unknown,no
32813,36.0,management,married,tertiary,no,696.0,no,no,cellular,17.0,apr,41.0,1.0,-1.0,0.0,unknown,no
32814,44.0,technician,married,secondary,no,-372.0,yes,no,cellular,17.0,apr,211.0,3.0,-1.0,0.0,unknown,no
32815,36.0,blue-collar,single,unknown,no,185.0,yes,yes,cellular,17.0,apr,301.0,2.0,-1.0,0.0,unknown,no
32816,43.0,technician,married,secondary,no,90.0,yes,no,cellular,17.0,apr,54.0,2.0,-1.0,0.0,unknown,no
32817,36.0,technician,single,secondary,yes,-487.0,yes,no,cellular,17.0,apr,1080.0,1.0,-1.0,0.0,unknown,yes
32818,35.0,blue-collar,married,secondary,no,199.0,yes,no,cellular,17.0,apr,203.0,1.0,344.0,3.0,failure,no
32819,59.0,services,divorced,primary,no,6290.0,yes,no,cellular,17.0,apr,19.0,4.0,-1.0,0.0,unknown,no
32820,24.0,blue-collar,married,secondary,no,-220.0,yes,no,cellular,17.0,apr,401.0,1.0,15.0,1.0,failure,no
32821,38.0,blue-collar,divorced,secondary,no,593.0,yes,no,cellular,17.0,apr,182.0,2.0,-1.0,0.0,unknown,no
32822,32.0,services,single,secondary,no,671.0,yes,no,cellular,17.0,apr,237.0,2.0,345.0,3.0,failure,no
32823,48.0,management,divorced,tertiary,no,266.0,yes,no,cellular,17.0,apr,198.0,2.0,343.0,1.0,failure,no
32824,33.0,blue-collar,divorced,unknown,yes,-274.0,yes,yes,cellular,17.0,apr,715.0,2.0,329.0,2.0,failure,yes
32825,35.0,services,married,secondary,no,372.0,yes,no,cellular,17.0,apr,202.0,2.0,280.0,1.0,failure,no
32826,42.0,services,married,secondary,no,1545.0,yes,no,cellular,17.0,apr,426.0,3.0,323.0,3.0,failure,no
32827,32.0,blue-collar,married,primary,no,391.0,yes,no,cellular,17.0,apr,728.0,1.0,-1.0,0.0,unknown,no
32828,31.0,admin.,married,secondary,no,62.0,no,no,cellular,17.0,apr,346.0,2.0,-1.0,0.0,unknown,no
32829,46.0,management,single,tertiary,no,1631.0,yes,no,cellular,17.0,apr,175.0,1.0,-1.0,0.0,unknown,no
32830,58.0,blue-collar,married,secondary,no,221.0,yes,no,cellular,17.0,apr,115.0,2.0,343.0,2.0,failure,no
32831,30.0,blue-collar,single,secondary,no,1224.0,yes,no,cellular,17.0,apr,196.0,2.0,-1.0,0.0,unknown,no
32832,52.0,admin.,divorced,secondary,no,340.0,yes,no,cellular,17.0,apr,463.0,1.0,344.0,1.0,failure,no
32833,33.0,admin.,married,secondary,no,582.0,yes,no,cellular,17.0,apr,256.0,2.0,-1.0,0.0,unknown,no
32834,27.0,blue-collar,single,secondary,no,-116.0,yes,yes,cellular,17.0,apr,432.0,2.0,343.0,1.0,failure,no
32835,38.0,blue-collar,single,primary,no,0.0,yes,no,cellular,17.0,apr,775.0,1.0,-1.0,0.0,unknown,no
32836,35.0,blue-collar,married,secondary,no,528.0,yes,no,cellular,17.0,apr,61.0,1.0,331.0,1.0,failure,no
32837,30.0,services,married,tertiary,no,2025.0,yes,no,cellular,17.0,apr,140.0,1.0,-1.0,0.0,unknown,no
32838,54.0,self-employed,married,secondary,no,641.0,yes,no,cellular,17.0,apr,472.0,1.0,148.0,2.0,failure,no
32839,33.0,blue-collar,single,secondary,no,266.0,yes,yes,cellular,17.0,apr,100.0,2.0,-1.0,0.0,unknown,no
32840,37.0,management,married,tertiary,no,7785.0,yes,no,cellular,17.0,apr,231.0,2.0,-1.0,0.0,unknown,no
32841,33.0,self-employed,single,tertiary,no,301.0,yes,no,cellular,17.0,apr,446.0,1.0,-1.0,0.0,unknown,no
32842,42.0,housemaid,married,secondary,no,314.0,yes,yes,cellular,17.0,apr,727.0,2.0,-1.0,0.0,unknown,no
32843,42.0,blue-collar,married,secondary,no,250.0,yes,no,cellular,17.0,apr,42.0,3.0,-1.0,0.0,unknown,no
32844,33.0,blue-collar,married,secondary,no,2254.0,yes,no,cellular,17.0,apr,130.0,1.0,148.0,1.0,failure,no
32845,31.0,blue-collar,single,primary,no,817.0,yes,no,cellular,17.0,apr,160.0,1.0,-1.0,0.0,unknown,no
32846,45.0,technician,married,secondary,no,396.0,yes,no,cellular,17.0,apr,266.0,4.0,-1.0,0.0,unknown,no
32847,35.0,services,married,secondary,no,1728.0,yes,no,cellular,17.0,apr,865.0,1.0,-1.0,0.0,unknown,no
32848,34.0,technician,single,secondary,no,264.0,yes,no,cellular,17.0,apr,222.0,1.0,-1.0,0.0,unknown,no
32849,35.0,management,married,tertiary,no,193.0,yes,no,cellular,17.0,apr,402.0,1.0,-1.0,0.0,unknown,no
32850,30.0,admin.,single,tertiary,no,739.0,yes,no,cellular,17.0,apr,297.0,1.0,-1.0,0.0,unknown,no
32851,30.0,admin.,single,secondary,no,939.0,yes,no,cellular,17.0,apr,207.0,1.0,-1.0,0.0,unknown,no
32852,38.0,technician,married,secondary,no,710.0,yes,no,cellular,17.0,apr,196.0,1.0,346.0,3.0,failure,no
32853,37.0,management,single,tertiary,no,146.0,yes,no,cellular,17.0,apr,135.0,1.0,336.0,3.0,failure,no
32854,34.0,management,married,tertiary,no,11.0,yes,no,cellular,17.0,apr,22.0,1.0,150.0,2.0,failure,no
32855,48.0,blue-collar,single,primary,no,3688.0,yes,no,cellular,17.0,apr,422.0,1.0,-1.0,0.0,unknown,no
32856,37.0,blue-collar,married,secondary,no,982.0,yes,no,cellular,17.0,apr,127.0,1.0,282.0,2.0,failure,no
32857,26.0,self-employed,single,tertiary,no,3044.0,yes,yes,cellular,17.0,apr,550.0,1.0,325.0,1.0,other,no
32858,30.0,blue-collar,married,secondary,no,393.0,yes,no,cellular,17.0,apr,1034.0,2.0,-1.0,0.0,unknown,no
32859,25.0,technician,single,secondary,no,1105.0,yes,no,cellular,17.0,apr,608.0,1.0,-1.0,0.0,unknown,no
32860,40.0,blue-collar,married,primary,no,1802.0,yes,no,cellular,17.0,apr,326.0,1.0,319.0,1.0,failure,no
32861,32.0,blue-collar,married,primary,no,2114.0,yes,no,telephone,17.0,apr,40.0,1.0,-1.0,0.0,unknown,no
32862,28.0,admin.,married,secondary,no,254.0,no,yes,cellular,17.0,apr,333.0,3.0,-1.0,0.0,unknown,no
32863,47.0,admin.,married,secondary,no,-245.0,yes,no,cellular,17.0,apr,91.0,1.0,-1.0,0.0,unknown,no
32864,51.0,blue-collar,married,primary,no,1126.0,yes,no,cellular,17.0,apr,326.0,3.0,-1.0,0.0,unknown,no
32865,34.0,management,married,secondary,yes,879.0,yes,no,cellular,17.0,apr,712.0,1.0,344.0,1.0,failure,yes
32866,35.0,blue-collar,married,unknown,no,520.0,yes,no,cellular,17.0,apr,476.0,1.0,-1.0,0.0,unknown,yes
32867,30.0,blue-collar,married,secondary,no,658.0,yes,no,cellular,17.0,apr,99.0,3.0,267.0,1.0,failure,no
32868,33.0,technician,married,secondary,no,806.0,no,no,cellular,17.0,apr,108.0,1.0,-1.0,0.0,unknown,yes
32869,32.0,admin.,single,secondary,no,103.0,yes,no,cellular,17.0,apr,158.0,1.0,337.0,1.0,other,no
32870,29.0,blue-collar,married,secondary,no,297.0,yes,no,cellular,17.0,apr,240.0,2.0,-1.0,0.0,unknown,no
32871,28.0,management,single,tertiary,no,175.0,yes,no,cellular,17.0,apr,219.0,1.0,-1.0,0.0,unknown,no
32872,46.0,management,married,secondary,no,790.0,yes,no,cellular,17.0,apr,365.0,1.0,-1.0,0.0,unknown,no
32873,32.0,services,divorced,secondary,no,453.0,yes,no,cellular,17.0,apr,329.0,1.0,150.0,2.0,failure,no
32874,45.0,blue-collar,married,secondary,no,1577.0,yes,no,cellular,17.0,apr,188.0,1.0,-1.0,0.0,unknown,no
32875,35.0,services,married,secondary,no,586.0,yes,yes,cellular,17.0,apr,96.0,2.0,344.0,2.0,failure,no
32876,29.0,management,married,tertiary,no,103.0,yes,no,cellular,17.0,apr,368.0,1.0,336.0,2.0,failure,no
32877,28.0,housemaid,single,tertiary,no,19.0,no,no,cellular,17.0,apr,149.0,1.0,-1.0,0.0,unknown,yes
32878,43.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,17.0,apr,145.0,2.0,-1.0,0.0,unknown,no
32879,33.0,blue-collar,single,primary,no,557.0,yes,no,cellular,17.0,apr,91.0,2.0,331.0,2.0,failure,no
32880,33.0,admin.,single,secondary,no,91.0,yes,no,cellular,17.0,apr,400.0,2.0,-1.0,0.0,unknown,no
32881,30.0,entrepreneur,married,primary,no,495.0,yes,no,cellular,17.0,apr,384.0,2.0,-1.0,0.0,unknown,no
32882,41.0,admin.,married,secondary,no,1380.0,yes,no,cellular,17.0,apr,65.0,1.0,333.0,1.0,failure,no
32883,34.0,entrepreneur,married,primary,no,165.0,yes,no,cellular,17.0,apr,182.0,2.0,329.0,1.0,failure,no
32884,58.0,retired,married,primary,no,650.0,yes,yes,cellular,17.0,apr,114.0,3.0,-1.0,0.0,unknown,no
32885,30.0,management,single,tertiary,no,3392.0,yes,no,cellular,17.0,apr,194.0,2.0,-1.0,0.0,unknown,no
32886,60.0,retired,divorced,tertiary,no,381.0,yes,no,cellular,17.0,apr,208.0,2.0,344.0,4.0,failure,no
32887,31.0,admin.,single,secondary,no,0.0,no,no,cellular,17.0,apr,188.0,3.0,-1.0,0.0,unknown,yes
32888,40.0,services,single,secondary,no,0.0,yes,no,cellular,17.0,apr,350.0,2.0,-1.0,0.0,unknown,no
32889,39.0,technician,married,secondary,no,625.0,yes,no,cellular,17.0,apr,185.0,1.0,317.0,2.0,failure,no
32890,28.0,management,married,tertiary,no,258.0,no,yes,cellular,17.0,apr,93.0,1.0,-1.0,0.0,unknown,no
32891,30.0,services,single,secondary,no,732.0,yes,no,cellular,17.0,apr,358.0,2.0,-1.0,0.0,unknown,no
32892,49.0,entrepreneur,married,secondary,no,687.0,yes,no,cellular,17.0,apr,772.0,1.0,-1.0,0.0,unknown,yes
32893,29.0,services,single,secondary,no,441.0,yes,no,cellular,17.0,apr,69.0,1.0,-1.0,0.0,unknown,no
32894,41.0,blue-collar,married,primary,no,96.0,yes,yes,cellular,17.0,apr,165.0,3.0,-1.0,0.0,unknown,no
32895,38.0,blue-collar,married,secondary,no,194.0,yes,no,cellular,17.0,apr,576.0,4.0,340.0,7.0,failure,no
32896,29.0,blue-collar,married,secondary,no,602.0,yes,yes,cellular,17.0,apr,440.0,2.0,-1.0,0.0,unknown,no
32897,34.0,blue-collar,married,primary,no,3986.0,yes,no,cellular,17.0,apr,345.0,2.0,-1.0,0.0,unknown,no
32898,38.0,services,divorced,secondary,no,76.0,yes,no,cellular,17.0,apr,395.0,2.0,-1.0,0.0,unknown,no
32899,31.0,services,single,secondary,no,0.0,yes,no,cellular,17.0,apr,815.0,2.0,-1.0,0.0,unknown,no
32900,37.0,blue-collar,married,secondary,no,539.0,yes,yes,cellular,17.0,apr,147.0,3.0,347.0,2.0,failure,no
32901,31.0,management,single,tertiary,no,1130.0,yes,no,cellular,17.0,apr,224.0,3.0,74.0,4.0,failure,no
32902,33.0,services,married,secondary,no,-124.0,no,no,cellular,17.0,apr,150.0,2.0,325.0,1.0,failure,no
32903,30.0,technician,married,secondary,no,-280.0,yes,no,cellular,17.0,apr,609.0,2.0,266.0,2.0,failure,no
32904,48.0,entrepreneur,married,tertiary,no,0.0,yes,no,cellular,17.0,apr,74.0,2.0,-1.0,0.0,unknown,no
